ID	ALIGNMENT	CLASSES	COGID	COGIDS	COGNACY	CONCEPT	DOCULECT	DUPLICATES	FORM	IPA	LANGID	LANGUAGE_NAME	MORPHEMES	NUMBERS	PROSTRINGS	SONARS	TOKENS	VALUE	WEIGHTS	NOTE	BORROWING
16817	- - - ai h a	AHA	2691	19278	asa2	WING	Guaraní	0	aiha	aiha	24	Guarani_Paraguay	WING	24.A.V 24.H.C 24.A.V	XBZ	7 3 7	ai h a	pepo / aiha	1.5 1.75 0.8		
16818	ɨ p e k - - ũ	IPEKY	2704	19437	picapau1	WOODPECKER	Guaraní	0	ɨpekũ	ɨpekũ	24	Guarani_Paraguay	WOODPECKER	24.I.V 24.P.C 24.E.V 24.K.C 24.Y.V	XBYBZ	7 1 7 1 7	ɨ p e k ũ	ɨpekũ	1.5 1.75 1.3 1.75 0.8		
16819	k - u ɲ - - a	KYNA	2696	19359	mulher1	WOMAN	Guaraní	0	kuɲa	kuɲa	24	Guarani_Paraguay	WOMAN	24.K.C 24.Y.V 24.N.C 24.A.V	AXBZ	1 7 4 7	k u ɲ a	kuɲa	2.0 1.5 1.75 0.8		
16820	h e β oi - - ʔ i -	HEBUHI	2708	19473	vermeminhoca1	WORM (EARTH)	Guaraní	0	heβoiʔi	heβoiʔi	24	Guarani_Paraguay	WORM	24.H.C 24.E.V 24.B.C 24.U.V 24.H.C 24.I.V	AXBYBZ	3 7 3 7 1 7	h e β oi ʔ i	heβoiʔi	2.0 1.5 1.75 1.3 1.75 0.8		
16821	s aɨ j u - - -	SAJY	2719	19535	amarelo1	YELLOW	Guaraní	0	saɨju	saɨju	24	Guarani_Paraguay	YELLOW	24.S.C 24.A.V 24.J.C 24.Y.V	AXBZ	3 7 6 7	s aɨ j u	saɨju	2.0 1.5 1.75 0.8		
16822	- - n e - -	NE	2740	19645	vocetu1	YOU (sg)	Guaraní	0	ne	ne	24	Guarani_Paraguay	YOU	24.N.C 24.E.V	AX	4 7	n e	ne	2.0 1.5		
16823	p eẽ - - -	PE	2734	19615	vocesvos1	YOU (pl)	Guaraní	0	peẽ	peẽ/ẽː	24	Guarani_Paraguay	YOU.PL	24.P.C 24.E.V	AX	1 7	p eẽ	peẽ	2.0 1.5		
16824	- ɨ β a + t e	IBATE	2	2 7	emcimade3	ABOVE	Old Guaraní	0	ɨβate	ɨβate	48	Old_Guaraní_	LOW DIFFERENT	48.I.V 48.B.C 48.A.V 48.T.C 48.E.V	XBYBZ	7 3 7 1 7	ɨ β a + t e	ɨβate / ʔar / osé / osepe	1.5 1.75 1.3 1.75 0.8		
16825	- - - r i r é - -	RIRE	8	65	depoisde1	AFTER	Old Guaraní	0	riré	riré/e	48	Old_Guaraní_	AFTER	48.R.C 48.I.V 48.R.C 48.E.V	AXBZ	5 7 5 7	r i r é	riré	2.0 1.5 1.75 0.8		
16826	a k u - t i - - - -	AKYTI	21	143	cutia1	AGOUTI	Old Guaraní	0	akuti	akuti	48	Old_Guaraní_	AGOUTI	48.A.V 48.K.C 48.Y.V 48.T.C 48.I.V	XBYBZ	7 1 7 1 7	a k u t i	akuti	1.5 1.75 1.3 1.75 0.8	Carib loan in Proto-Mawé-Awetí-TG	YES
16827	- - - o p a - - - -	UPA	25	205	todostudo1	ALL	Old Guaraní	0	opa	opa	48	Old_Guaraní_	ALL	48.U.V 48.P.C 48.A.V	XBZ	7 1 7	o p a	opa	1.5 1.75 0.8		
16828	- ɲ o	NU	39	273	sosozinho	ALONE	Old Guaraní	0	ɲo	ɲo	48	Old_Guaraní_	ALONE	48.N.C 48.U.V	AX	4 7	ɲ o	ɲo	2.0 1.5		
16829	m/b oi + j u s u	PUJ_JYSY	47	15011 299	sucuri	ANACONDA	Old Guaraní	0	mboj jusu	mb/ⁿboj+jusu	48	Old_Guaraní_	SNAKE _BIG	48.P.C 48.U.V 48.J.c 48._._ 48.J.C 48.Y.V 48.S.C 48.Y.V	AXN_AXBZ	1 7 6 9 6 7 3 7	m/b oi + j u s u	mboj jusu	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8		
16830	u r u k u	YRYKY	60	343	urucu	ANATTO	Old Guaraní	0	uruku	uruku	48	Old_Guaraní_	ANATTO	48.Y.V 48.R.C 48.Y.V 48.K.C 48.Y.V	XBYBZ	7 5 7 1 7	u r u k u	uruku	1.5 1.75 1.3 1.75 0.8		
16831	t a h ɨ - - - -	TAHI	65	386	formiga2	ANT	Old Guaraní	0	tahɨ	tahɨ	48	Old_Guaraní_	ANT	48.T.C 48.A.V 48.H.C 48.I.V	AXBZ	1 7 3 7	t a h ɨ	tahɨ / tasɨ	2.0 1.5 1.75 0.8		
16832	t a s ɨ - - - -	TASI	65	386	formiga2	ANT	Old Guaraní	0	tasɨ	tasɨ	48	Old_Guaraní_	ANT	48.T.C 48.A.V 48.S.C 48.I.V	AXBZ	1 7 3 7	t a s ɨ	tahɨ / tasɨ	2.0 1.5 1.75 0.8		
16833	j o - - k i - -	JUKI	76	440	tamandua	ANTEATER	Old Guaraní	0	joki	joki	48	Old_Guaraní_	ANTEATER	48.J.C 48.U.V 48.K.C 48.I.V	AXBZ	6 7 1 7	j o k i	joki	2.0 1.5 1.75 0.8		
16834	j ɨ β a	JIBA	81	485	braco1	ARM	Old Guaraní	0	jɨβa	jɨβa	48	Old_Guaraní_	ARM	48.J.C 48.I.V 48.B.C 48.A.V	AXBZ	6 7 3 7	j ɨ β a	jɨβa	2.0 1.5 1.75 0.8		
16835	t a - t u - - -	TATY	85	549	tatu1	ARMADILLO	Old Guaraní	0	tatu	tatu	48	Old_Guaraní_	ARMADILLO	48.T.C 48.A.V 48.T.C 48.Y.V	AXBZ	1 7 1 7	t a t u	tatu	2.0 1.5 1.75 0.8		
16836	- β - a h ẽ -	BAHE	92	610	chegar1	ARRIVE	Old Guaraní	0	βahẽ	βahẽ	48	Old_Guaraní_	ARRIVE	48.B.C 48.A.V 48.H.C 48.E.V	AXBZ	3 7 3 7	β a h ẽ	βahẽ	2.0 1.5 1.75 0.8		
16837	- u ʔ - ɨ - - -	YHI	100	670	flecha1	ARROW	Old Guaraní	0	uʔɨ	uʔɨ	48	Old_Guaraní_	ARROW	48.Y.V 48.H.C 48.I.V	XBZ	7 1 7	u ʔ ɨ	uʔɨ	1.5 1.75 0.8		
16838	- - j ɨ - -	JI	110	739	machado1	AXE	Old Guaraní	0	jɨ	jɨ	48	Old_Guaraní_	AXE	48.J.C 48.I.V	AX	6 7	j ɨ	jɨ	2.0 1.5		
16839	a ts e j -	ACEJ	131	853	costas3	BACK	Old Guaraní	0	atsej	atsej	48	Old_Guaraní_	BACK	48.A.V 48.C.C 48.E.V 48.J.c	XBYN	7 2 7 6	a ts e j	atsej	1.5 1.75 1.3 0.8		
16840	ai	A	136	909	maumalruim2	BAD / EVIL	Old Guaraní	0	ai	ai	48	Old_Guaraní_	BAD	48.A.V	X	7	ai	ai	1.5		
16841	t a - kʷ a r a - -	TAKARA	147	965	taquarabambu1	BAMBOO	Old Guaraní	0	takʷara	takʷara	48	Old_Guaraní_	BAMBOO	48.T.C 48.A.V 48.K.C 48.A.V 48.R.C 48.A.V	AXBYBZ	1 7 1 7 5 7	t a kʷ a r a	takʷara	2.0 1.5 1.75 1.3 1.75 0.8		
16842	p a k o β a - - - -	PAKUBA	157	1012	banana1	BANANA	Old Guaraní	0	pakoβa	pakoβa	48	Old_Guaraní_	BANANA	48.P.C 48.A.V 48.K.C 48.U.V 48.B.C 48.A.V	AXBYBZ	1 7 1 7 3 7	p a k o β a	pakoβa	2.0 1.5 1.75 1.3 1.75 0.8		
16843	- - j a k - - - - a	JAKA	3990	2344	cestocesta9	BASKET	Old Guaraní	0	jaka	jaka	48	Old_Guaraní_	BASKET	48.J.C 48.A.V 48.K.C 48.A.V	AXBZ	6 7 1 7	j a k a	jaka	2.0 1.5 1.75 0.8		
16844	m o p i - -	MUPI	172	1147	morcego4	BAT	Old Guaraní	0	mopi	mopi	48	Old_Guaraní_	BAT	48.M.C 48.U.V 48.P.C 48.I.V	AXBZ	4 7 1 7	m o p i	mopi	2.0 1.5 1.75 0.8		
16845	- - - j a - h u - -	JAHY	178	1207	banharse1	BATHE	Old Guaraní	0	jahu	jahu	48	Old_Guaraní_	BATHE	48.J.C 48.A.V 48.H.C 48.Y.V	AXBZ	6 7 3 7	j a h u	jahu	2.0 1.5 1.75 0.8		
16846	p a r i r i	PARIRI	192	1291	micangascontas	BEADS	Old Guaraní	0	pariri	pariri	48	Old_Guaraní_	BEADS	48.P.C 48.A.V 48.R.C 48.I.V 48.R.C 48.I.V	AXBYBZ	1 7 5 7 5 7	p a r i r i	pariri	2.0 1.5 1.75 1.3 1.75 0.8		
16847	- a β ɨ - -	ABI	183	1260	errarestarerrado1	BE WRONG	Old Guaraní	0	aβɨ	aβɨ	48	Old_Guaraní_	BE.WRONG	48.A.V 48.B.C 48.I.V	XBZ	7 3 7	a β ɨ	aβɨ	1.5 1.75 0.8		
16848	k u m a - - - - n/d á	KYMATA	198	1306	feijao1	BEANS	Old Guaraní	0	kumandá	kumand/ⁿdá/a	48	Old_Guaraní_	BEANS	48.K.C 48.Y.V 48.M.C 48.A.V 48.T.C 48.A.V	AXBYBZ	1 7 4 7 1 7	k u m a n/d á	kumandá	2.0 1.5 1.75 1.3 1.75 0.8	Cariban loan in Proto-Mawé-Awetí-Tupí-Guaraní	YES
16849	e n/d i + β a	ETIBA	205	1363 1365	barba1	BEARD	Old Guaraní	0	endiβa	end/ⁿdiβa	48	Old_Guaraní_	CHIN HAIR	48.E.V 48.T.C 48.I.V 48.B.C 48.A.V	XBYBZ	7 1 7 3 7	e n/d i + β a	endiβa	1.5 1.75 1.3 1.75 0.8		
16850	p o r ã - - -	PURA	211	1413	bonito2	BEAUTIFUL	Old Guaraní	0	porã	porã	48	Old_Guaraní_	BEAUTIFUL	48.P.C 48.U.V 48.R.C 48.A.V	AXBZ	1 7 5 7	p o r ã	porã	2.0 1.5 1.75 0.8		
16851	- - e j r u	EJRY	215	8727	abelha	BEE	Old Guaraní	0	ejru	ejru	48	Old_Guaraní_	BEE	48.E.V 48.J.c 48.R.C 48.Y.V	XMBZ	7 6 5 7	e j r u	ejru	1.5 1.1 1.75 0.8		
16852	ɨe	I	226	1500	umbigo3	BELLY	Old Guaraní	0	ɨe	ɨe	48	Old_Guaraní_	BELLY	48.I.V	X	7	ɨe	ɨe	1.5		
16853	p u - - - r uã - - -	PYRY	224	1501	umbigo1	BELLYBUTTON	Old Guaraní	0	puruã	puruã	48	Old_Guaraní_	BELLYBUTTON	48.P.C 48.Y.V 48.R.C 48.Y.V	AXBZ	1 7 5 7	p u r uã	puruã	2.0 1.5 1.75 0.8		
16854	- gʷ ɨ + - - - p e	KIPE	233	1584 1587	embaixodeabaixo	BELOW	Old Guaraní	0	gwɨpe	gw/gʷɨpe	48	Old_Guaraní_	BELOW _LOCATIVE	48.K.C 48.I.V 48.P.C 48.E.V	AXBZ	1 7 1 7	gʷ ɨ + p e	gwɨpe	2.0 1.5 1.75 0.8		
16855	- a p ɨ k - - - + a β a	APIKABA	237	1616 60	banco	BENCH	Old Guaraní	0	apɨkaβa	apɨkaβa	48	Old_Guaraní_	SIT NOMINALIZER	48.A.V 48.P.C 48.I.V 48.K.C 48.A.V 48.B.C 48.A.V	XBYBYBZ	7 1 7 1 7 3 7	a p ɨ k + a β a	apɨkaβa	1.5 1.75 1.3 1.75 1.3 1.75 0.8		
16856	- gʷ a s u - - - - -	KASY	242	1650	grande1	BIG	Old Guaraní	0	gʷasu	gʷasu	48	Old_Guaraní_	BIG	48.K.C 48.A.V 48.S.C 48.Y.V	AXBZ	1 7 3 7	gʷ a s u	gʷasu	2.0 1.5 1.75 0.8		
16857	- - gʷ - - ɨ r a - -	KIRA	249	1721	passaro1	BIRD	Old Guaraní	0	gʷɨra	gʷɨra	48	Old_Guaraní_	BIRD	48.K.C 48.I.V 48.R.C 48.A.V	AXBZ	1 7 5 7	gʷ ɨ r a	gʷɨra	2.0 1.5 1.75 0.8		
16858	s u - - - ʔ u	SYHY	256	1783	morder1	BITE	Old Guaraní	0	suʔu	suʔu	48	Old_Guaraní_	BITE	48.S.C 48.Y.V 48.H.C 48.Y.V	AXBZ	3 7 1 7	s u ʔ u	suʔu	2.0 1.5 1.75 0.8		
16859	p e h ũ	PEHY	264	1849	preto1	BLACK	Old Guaraní	0	pehũ	pehũ	48	Old_Guaraní_	BLACK	48.P.C 48.E.V 48.H.C 48.Y.V	AXBZ	1 7 3 7	p e h ũ	pehũ	2.0 1.5 1.75 0.8		
16860	- - - u gʷ ɨ -	YKI	272	1915	sangueq	BLOOD	Old Guaraní	0	ugwɨ	ugw/gʷɨ	48	Old_Guaraní_	BLOOD	48.Y.V 48.K.C 48.I.V	XBZ	7 1 7	u gʷ ɨ	ugwɨ	1.5 1.75 0.8		
16861	- - - - - p e j u	PEJY	281	1975	soprar1	BLOW	Old Guaraní	0	peju	peju	48	Old_Guaraní_	BLOW	48.P.C 48.E.V 48.J.C 48.Y.V	AXBZ	1 7 6 7	p e j u	peju	2.0 1.5 1.75 0.8		
16862	- - uo v ɨ	YBI	286	2030	azul1	BLUE	Old Guaraní	0	uovɨ	uovɨ	48	Old_Guaraní_	BLUE.GREEN	48.Y.V 48.B.C 48.I.V	XBZ	7 3 7	uo v ɨ	uovɨ	1.5 1.75 0.8		
16863	- k - ã - - - - ŋ	KAN	302	2088	osso1	BONE	Old Guaraní	0	kãŋ	kãŋ	48	Old_Guaraní_	BONE	48.K.C 48.A.V 48.N.c	AXN	1 7 4	k ã ŋ	kãŋ	2.0 1.5 0.8		
16864	gʷ ɨ r a + p a	KIRAPA	306	2154 519	arco12	BOW	Old Guaraní	0	gʷɨrapa	gʷɨrapa	48	Old_Guaraní_	WOOD CROOK	48.K.C 48.I.V 48.R.C 48.A.V 48.P.C 48.A.V	AXBYBZ	1 7 5 7 1 7	gʷ ɨ r a + p a	gʷɨrapa	2.0 1.5 1.75 1.3 1.75 0.8		
16865	k u n ũ m ĩ - - -	KYNYMI	312	2227	menino1	BOY	Old Guaraní	0	kunũmĩ	kunũmĩ	48	Old_Guaraní_	BOY	48.K.C 48.Y.V 48.N.C 48.Y.V 48.M.C 48.I.V	AXBYBZ	1 7 4 7 4 7	k u n ũ m ĩ	kunũmĩ	2.0 1.5 1.75 1.3 1.75 0.8		
16866	- a - - - k a ŋ	AKAN	326	2282	galho1	BRANCH	Old Guaraní	0	akaŋ	akaŋ	48	Old_Guaraní_	BRANCH	48.A.V 48.K.C 48.A.V 48.N.c	XBYN	7 1 7 4	a k a ŋ	akaŋ	1.5 1.75 1.3 0.8		
16867	- m o + - p e -	MUPE	342	522 2378	quebrarromper3	BREAK	Old Guaraní	0	(mo)pe	mope	48	Old_Guaraní_	CAUSATIVE BREAK	48.M.C 48.U.V 48.P.C 48.E.V	AXBZ	4 7 1 7	m o + p e	(mo)pe / jeka	2.0 1.5 1.75 0.8		
16868	- - k a m - - - -	KAM	349	2429	seio1	BREAST	Old Guaraní	0	kam	kam	48	Old_Guaraní_	BREAST	48.K.C 48.A.V 48.M.c	AXN	1 7 4	k a m	kam	2.0 1.5 0.8		
16869	- - p ɨ t - - - - u -	PITY	351	2491	respirar1	BREATHE	Old Guaraní	0	pɨtu	pɨtu	48	Old_Guaraní_	BREATHE	48.P.C 48.I.V 48.T.C 48.Y.V	AXBZ	1 7 1 7	p ɨ t u	pɨtu	2.0 1.5 1.75 0.8		
16871	k w ɨ β ɨ	AHIKE	360	2536	irmao	BROTHER, younger of woman	Old Guaraní	0	kwɨβɨ	ahɨgw/gʷe	48	Old_Guaraní_	BROTHER	48.A.V 48.H.C 48.I.V 48.K.C 48.E.V	XBYBZ	7 3 7 1 7	k w ɨ β ɨ	kwɨβɨ	1.5 1.75 1.3 1.75 0.8		
16873	ɨ β + ɨ	IBI	360	2477 2537	irmao	BROTHER, younger of man	Old Guaraní	0	ɨβɨ	ɨβɨ	48	Old_Guaraní_	BROTHER ?	48.I.V 48.B.C 48.I.V	XBZ	7 3 7	ɨ β + ɨ	ɨβɨ	1.5 1.75 0.8		
16874	r ɨ k e + ɨ	RIKE	361	2536 2537	irmao	BROTHER, older of man	Old Guaraní	1	rɨkeɨ	rɨkeɨ	48	Old_Guaraní_	BROTHER ?	48.R.C 48.I.V 48.K.C 48.E.V	AXBZ	5 7 1 7	r ɨ k e + ɨ	rɨkeɨ	2.0 1.5 1.75 0.8		
16876	- - kʷ ɨ β ɨ - - - - -	KIBI	360	2538	irmao	BROTHER, older of woman	Old Guaraní	1	kwɨβɨ	kʷɨβɨ	48	Old_Guaraní_	BROTHER	48.K.C 48.I.V 48.B.C 48.I.V	AXBZ	1 7 3 7	kʷ ɨ β ɨ	kwɨβɨ	2.0 1.5 1.75 0.8		
16877	- k a - - j - -	KAJ	372	2691	queimar1	BURN (intr)	Old Guaraní	0	kaj	kaj	48	Old_Guaraní_	BURN	48.K.C 48.A.V 48.J.c	AXN	1 7 6	k a j	kaj	2.0 1.5 0.8		
16878	- a p ɨ - -	API	373	2692	queimar1	BURN (tr)	Old Guaraní	0	apɨ	apɨ	48	Old_Guaraní_	BURN	48.A.V 48.P.C 48.I.V	XBZ	7 1 7	a p ɨ	apɨ	1.5 1.75 0.8	Loan of Cariban origin	YES
16879	- o t - - - - ɨ̃ - -	UTI	380	2808	enterrar1	BURY	Old Guaraní	0	otɨ̃	otɨ̃	48	Old_Guaraní_	BURY	48.U.V 48.T.C 48.I.V	XBZ	7 1 7	o t ɨ̃	otɨ̃	1.5 1.75 0.8		
16880	- - e b i	EPI	391	2912	nadegas	BUTTOCKS	Old Guaraní	0	ebi	ebi	48	Old_Guaraní_	BUTTOCKS	48.E.V 48.P.C 48.I.V	XBZ	7 1 7	e b i	ebi	1.5 1.75 0.8		
16881	k a ʔ a - - - - - -	KAHA	2037	14667	roca1	SLASH	Old Guaraní	0	kaʔa	kaʔa	48	Old_Guaraní_	SLASH	48.K.C 48.A.V 48.H.C 48.A.V	AXBZ	1 7 1 7	k a ʔ a	kaʔa	2.0 1.5 1.75 0.8		
16882	- - - p ã n ã - - - -	PANA	385	2854	borboleta4	BUTTERFLY	Old Guaraní	0	pãnã	pãnã	48	Old_Guaraní_	BUTTERFLY	48.P.C 48.A.V 48.N.C 48.A.V	AXBZ	1 7 4 7	p ã n ã	pãnã	2.0 1.5 1.75 0.8		
16883	ɨa	I	395	2939	cabacacuia3	CALABASH / GOURD	Old Guaraní	0	ɨa	ɨa	48	Old_Guaraní_	CALABASH	48.I.V	X	7	ɨa	ɨa	1.5		
16884	ɨ + g a	IKA	406	18593 3003	canoa1	CANOE	Old Guaraní	0	ɨga	ɨga	48	Old_Guaraní_	LIQUID CANOE	48.I.V 48.K.C 48.A.V	XBZ	7 1 7	ɨ + g a	ɨga	1.5 1.75 0.8		
16885	k a p iɨ + β + a	KAPIBA	420	7547 2172 2173	capivara	CAPYBARA	Old Guaraní	0	kapiɨβa	kapiɨβa	48	Old_Guaraní_	GRASS EAT AGENTIVE	48.K.C 48.A.V 48.P.C 48.I.V 48.B.C 48.A.V	AXBYBZ	1 7 1 7 3 7	k a p iɨ + β + a	kapiɨβa (r)	2.0 1.5 1.75 1.3 1.75 0.8		
16886	- k a r a - ú - - - -	KARAY	427	3150	inhame	CARÁ ROOT / YAM	Old Guaraní	0	karaú	karaú/u	48	Old_Guaraní_	YAM	48.K.C 48.A.V 48.R.C 48.A.V 48.Y.V	AXBYZ	1 7 5 7 7	k a r a ú	karaú	2.0 1.5 1.75 1.3 0.8		
16887	a β a + r u β i tʃ a - -	ABARYBITA	445	118 3255	chefecacique	CHIEF / MASTER / OWNER	Old Guaraní	0	aβaruβitʃa	aβaruβitʃa	48	Old_Guaraní_	_PERSON CHIEF	48.A.V 48.B.C 48.A.V 48.R.C 48.Y.V 48.B.C 48.I.V 48.T.C 48.A.V	XBYBYBYBZ	7 3 7 5 7 3 7 1 7	a β a + r u β i tʃ a	aβaruβitʃa	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8		
16888	m i t - a ŋ -	MITAN	461	1927	crianca	CHILD	Old Guaraní	0	mitaŋ	mitaŋ	48	Old_Guaraní_	CHILD	48.M.C 48.I.V 48.T.C 48.A.V 48.N.c	AXBYN	4 7 1 7 4	m i t a ŋ	mitaŋ (ɨ)	2.0 1.5 1.75 1.3 0.8		
16889	ɲ a k ɨ r a - - -	NAKIRA	463	3326	cigarra1	CICADA	Old Guaraní	0	ɲakɨra	ɲakɨra	48	Old_Guaraní_	CICADA	48.N.C 48.A.V 48.K.C 48.I.V 48.R.C 48.A.V	AXBYBZ	4 7 1 7 5 7	ɲ a k ɨ r a	ɲakɨra	2.0 1.5 1.75 1.3 1.75 0.8		
16890	p oa - - p e	PUPE	469	3361	garra12	NAIL / CLAW	Old Guaraní	0	poape	poape	48	Old_Guaraní_	CLAW	48.P.C 48.U.V 48.P.C 48.E.V	AXBZ	1 7 1 7	p oa p e	poape	2.0 1.5 1.75 0.8		
16891	ɨ β ɨ + u u	IBIY	476	5132 462	barroargila	MUD	Old Guaraní	0	ɨβɨuu	ɨβɨuu	48	Old_Guaraní_	MUD ROTTEN	48.I.V 48.B.C 48.I.V 48.Y.V	XBYZ	7 3 7 7	ɨ β ɨ + u u	ɨβɨuu / uju	1.5 1.75 1.3 0.8		
16892	- u - - - - + j u - -	YJY	475	3397 462	barroargila	MUD	Old Guaraní	0	uju	uju	48	Old_Guaraní_	MUD ROTTEN	48.Y.V 48.J.C 48.Y.V	XBZ	7 6 7	u + j u	ɨβɨuu / uju	1.5 1.75 0.8		
16893	ɨ β ɨ - - - - - - - + t - ɨ̃ - -	IBITI	484	3416 18939	nuvem12	CLOUD	Old Guaraní	0	ɨβɨtɨ̃	ɨβɨtɨ	48	Old_Guaraní_	SKY _WHITE	48.I.V 48.B.C 48.I.V 48.T.C 48.I.V	XBYBZ	7 3 7 1 7	ɨ β ɨ + t ɨ̃	ɨβɨtɨ̃	1.5 1.75 1.3 1.75 0.8		
16894	- a r a β e - - - - -	ARABE	506	3544	barata1	COCKROACH	Old Guaraní	0	araβe	araβe	48	Old_Guaraní_	COCKROACH	48.A.V 48.R.C 48.A.V 48.B.C 48.E.V	XBYBZ	7 5 7 3 7	a r a β e	araβe	1.5 1.75 1.3 1.75 0.8	Carib loan into Proto-Tupí-Guaraní	YES
16895	- r o ʔ ɨ - - - - - -	RUHI	519	3617	frio1	COLD	Old Guaraní	0	roʔɨ	roʔɨ	48	Old_Guaraní_	COLD	48.R.C 48.U.V 48.H.C 48.I.V	AXBZ	5 7 1 7	r o ʔ ɨ	roʔɨ	2.0 1.5 1.75 0.8		
16896	j u	JY	545	3746	vir1	COME	Old Guaraní	0	ju	ju	48	Old_Guaraní_	COME	48.J.C 48.Y.V	AX	6 7	j u	ju	2.0 1.5		
16897	- - k i - gʷ a	KIKA	528	3689	pente1	COMB	Old Guaraní	0	kigʷa	kigʷa	48	Old_Guaraní_	COMB	48.K.C 48.I.V 48.K.C 48.A.V	AXBZ	1 7 1 7	k i gʷ a	kigʷa	2.0 1.5 1.75 0.8		
16898	- a β a t i	ABATI	554	3808	milho1	CORN / MAIZE	Old Guaraní	0	aβati	aβati	48	Old_Guaraní_	CORN	48.A.V 48.B.C 48.A.V 48.T.C 48.I.V	XBYBZ	7 3 7 1 7	a β a t i	aβati	1.5 1.75 1.3 1.75 0.8		
16899	- a m a n i j u - - -	AMANIJY	559	3879	algodao1	COTTON	Old Guaraní	0	amaniju	amaniju	48	Old_Guaraní_	COTTON	48.A.V 48.M.C 48.A.V 48.N.C 48.I.V 48.J.C 48.Y.V	XBYBYBZ	7 4 7 4 7 6 7	a m a n i j u	amaniju	1.5 1.75 1.3 1.75 1.3 1.75 0.8		
16900	j a p eu - s á	JAPESA	565	3950	carangueijo	CRAB	Old Guaraní	0	japeusá	japeusá/a	48	Old_Guaraní_	CRAB	48.J.C 48.A.V 48.P.C 48.E.V 48.S.C 48.A.V	AXBYBZ	6 7 1 7 3 7	j a p eu s á	japeusá	2.0 1.5 1.75 1.3 1.75 0.8		
16901	i k ɨ j u - - - - - -	IKIJY	571	3991	grilo1	CRICKET (zool)	Old Guaraní	0	ikɨju	ikɨju	48	Old_Guaraní_	CRICKET	48.I.V 48.K.C 48.I.V 48.J.C 48.Y.V	XBYBZ	7 1 7 6 7	i k ɨ j u	ikɨju	1.5 1.75 1.3 1.75 0.8		
16902	- j e ts eo - -	JECE	578	4035	chorar1	CRY	Old Guaraní	0	jetseo	jetseo	48	Old_Guaraní_	CRY	48.J.C 48.E.V 48.C.C 48.E.V	AXBZ	6 7 2 7	j e ts eo	jetseo	2.0 1.5 1.75 0.8		
16903	- k ɨ̃ t - ĩ - - - -	KITI	582	9533	cortar1	CUT	Old Guaraní	0	kɨ̃tĩ	kɨ̃tĩ	48	Old_Guaraní_	CUT	48.K.C 48.I.V 48.T.C 48.I.V	AXBZ	1 7 1 7	k ɨ̃ t ĩ	kɨ̃tĩ	2.0 1.5 1.75 0.8		
16904	j e r - - o kʷ i	JERUKI	591	4164	dancar6	DANCE	Old Guaraní	0	jerokʷi	jerokʷi	48	Old_Guaraní_	DANCE	48.J.C 48.E.V 48.R.C 48.U.V 48.K.C 48.I.V	AXBYBZ	6 7 5 7 1 7	j e r o kʷ i	jerokʷi	2.0 1.5 1.75 1.3 1.75 0.8		
16905	m e - - m/b ɨ - - - - -	MEPI	605	4281	filhademulher	DAUGHTER OF WOMAN	Old Guaraní	1	membɨ	memb/ⁿbɨ	48	Old_Guaraní_	DAUGHTER	48.M.C 48.E.V 48.P.C 48.I.V	AXBZ	4 7 1 7	m e m/b ɨ	membɨ	2.0 1.5 1.75 0.8		
16906	- a j ɨ - -	AJI	602	4219	filhadehomem	DAUGHTER OF MAN	Old Guaraní	0	ajɨ	ajɨ	48	Old_Guaraní_	DAUGHTER	48.A.V 48.J.C 48.I.V	XBZ	7 6 7	a j ɨ	ajɨ	1.5 1.75 0.8		
16907	- - - a r a - -	ARA	612	4346	dia1	DAY	Old Guaraní	0	ara	ara	48	Old_Guaraní_	DAY	48.A.V 48.R.C 48.A.V	XBZ	7 5 7	a r a	ara	1.5 1.75 0.8		
16908	gʷ a s u p u k u	KASYPYKY	621	4406	veado	DEER	Old Guaraní	0	gʷasupuku	gʷasupuku	48	Old_Guaraní_	DEER	48.K.C 48.A.V 48.S.C 48.Y.V 48.P.C 48.Y.V 48.K.C 48.Y.V	AXBYBYBZ	1 7 3 7 1 7 1 7	gʷ a s u p u k u	gʷasupuku	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8		
16909	- m a n õ	MANU	636	4510	morrer1	DIE	Old Guaraní	0	manõ	manõ	48	Old_Guaraní_	DIE	48.M.C 48.A.V 48.N.C 48.U.V	AXBZ	4 7 4 7	m a n õ	manõ	2.0 1.5 1.75 0.8		
16910	a h ɨ β ɨ + k oi	AHIBIKUJ	645	4578 14	cavar	DIG	Old Guaraní	0	ahɨβɨkoj	ahɨβɨkoj	48	Old_Guaraní_	_EARTH DIG	48.A.V 48.H.C 48.I.V 48.B.C 48.I.V 48.K.C 48.U.V 48.J.c	XBYBYBYN	7 3 7 3 7 1 7 6	a h ɨ β ɨ + k oi	ahɨβɨkoj	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8		
16911	- - k ɨ ʔ a -	KIHA	659	4619	sujo1	DIRTY	Old Guaraní	0	kɨʔa	kɨʔa	48	Old_Guaraní_	DIRTY	48.K.C 48.I.V 48.H.C 48.A.V	AXBZ	1 7 1 7	k ɨ ʔ a	kɨʔa	2.0 1.5 1.75 0.8		
