ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTE
2525	Mekens	TONGUE	õ	õ	õ	õ	2441	17485	TONGUE		
2694	Cinta-Larga	TONGUE	kokap	kokap	k o + k a p	k o + k a p	3810	11051 2092	TONGUE ?		
3077	Gavião	TONGUE	kokɨɨp	kokɨɨp	k o + k ɨː p	k o + k ɨː p	3810	11051 2092	TONGUE ?		
3367	Monde	TONGUE	gokab / goserep	gokab	g o + k a b	g o + k a b	3810	11051 2092	TONGUE ?		
3368	Monde	TONGUE	gokab / goserep	goserep	g o + s e r e p	g o + s e r e p	2440	11051 17488	TONGUE ?		
3574	Arua	TONGUE	kokap	kokap	k o + k a p	k o + k a p	1514	11051 2092	TONGUE ?		
3604	Aruashi	TONGUE	piuká	piuká	p iu k á	- - p iu k á	3931	2274	TONGUE		
3668	Matanau	TONGUE	góʃer	góʃer	g ó + ʃ e r	g ó + ʃ e r	2440	11051 17488	TONGUE ?		
3868	Zoro	TONGUE	kokɨɨp	kokɨɨp	k o + k ɨː p	k o + k ɨː p	3810	11051 2092	TONGUE ?		
4183	Surui-Paiter	TONGUE	koʃer	koʃer	k o + ʃ e r	k o + ʃ e r	2440	11051 17488	TONGUE ?		
4465	Karitiana	TONGUE	koromopiɨp	koromopiɨp	k o r o m o p iɨ p	k o r o m o p iɨ p	3816	2098	TONGUE		
4663	Arikem	TONGUE	kupa	kupa	k u p a	k u p - - a	3806	2086	TONGUE		
4982	Xipaya	TONGUE	kũã	kũã	k ũã	k ũã - - - -	2439	17486	TONGUE		
5311	Juruna	TONGUE	kuã́	kuã́	k uã	k uã - - - -	2439	17486	TONGUE		
5697	Mundurukú	TONGUE	kṍ	kṍ	k ṍ	k ṍ - - - -	2439	17486	TONGUE		
6001	Kuruaya	TONGUE	kṍ	kṍ	k ṍ	k ṍ - - - -	2439	17486	TONGUE		
6364	Mawe	TONGUE	ẽku	ẽku	ẽ k u	- ẽ - - k u	2439	17486	TONGUE		
6666	Awetí	TONGUE	ẽku	ẽku	ẽ k u	- ẽ - - k u	2439	17486	TONGUE		
7030	Parakana	TONGUE	ko	ko	k o	k o - - - -	2439	17486	TONGUE		
7269	Asuriní Tocantins	TONGUE	koa	koa	k oa	k oa - - - -	2439	17486	TONGUE		
7589	Surui-Aikewara	TONGUE	kua	kua	k ua	k ua - - - -	2439	17486	TONGUE		
7865	Tapirapé	TONGUE	kõ	kõ	k õ	k õ - - - -	2439	17486	TONGUE		
8194	Tembe	TONGUE	apeku	apeku	a p e k u	- a p e k u	2439	17486	TONGUE		
8530	Guajajara	TONGUE	apeku	apeku	a p e k u	- a p e k u	2439	17486	TONGUE		
8788	Apiaka	TONGUE	apekũ	apekũ	a p e k ũ	- a p e k ũ	2439	17486	TONGUE		
9141	Parintintin	TONGUE	kõa	kõa	k oa	k oa - - - -	2439	17486	TONGUE		
9443	Amondawa	TONGUE	aekɨ̃a	aekɨ̃a	ae k ɨ̃a	- ae - - k ɨ̃a	3930	2273	TONGUE		
9774	Tenharim	TONGUE	aekɨ̃a	aekɨ̃a	ae k ɨ̃a	- ae - - k ɨ̃a	3930	2273	TONGUE		
9895	Jiahoi	TONGUE	aekɨ̃a	aekɨ̃a	ae k ɨ̃a	- ae - - k ɨ̃a	3930	2273	TONGUE		
10174	Urueuwauwau	TONGUE	kõa	kõa	k oa	k oa - - - -	2439	17486	TONGUE		
10283	Wirafed	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE		
10508	Kayabi	TONGUE	ku	ku	k u	k u - - - -	2439	17486	TONGUE		
10798	Araweté	TONGUE	apekõ	apekõ	a p e k õ	- a p e k õ	2439	17486	TONGUE		
10889	Anambe Ehrenreich	TONGUE	he apekũ	he apekũ	h e + a p e k ũ	h e + - a p e k ũ	2439	17487 17486	? TONGUE		
11121	Guajá	TONGUE	jamukũ	jamukũ	ia m u k ũ	ia m u k ũ	2439	17486	TONGUE		
11233	Amanaye	TONGUE	apekú	apekú	a p e k ú	- a p e k ú	2439	17486	TONGUE		
11572	Teko	TONGUE	awu	awu	a w u	a w u	2443	17489	TONGUE		
11974	Wayampi	TONGUE	apekũ	apekũ	a p e k ũ	- a p e k ũ	2439	17486	TONGUE		
12236	Zo'e	TONGUE	pekũ	pekũ	p e k ũ	- - p e k ũ	2439	17486	TONGUE		
12540	Ka'apor	TONGUE	embe	embe	e m/b e	- e m/b - - e	3932	2275	TONGUE		
13099	Kamajura	TONGUE	kõ	kõ	k õ	k õ - - - -	2439	17486	TONGUE		
13970	Tupinambá	TONGUE	apekũ	apekũ	a p e k ũ	- a p e k ũ	2439	17486	TONGUE		
14320	Nheengatu	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE		
14846	Yuki	TONGUE	ẽkjõ	ẽkjõ	ẽ k iõ	ẽ k iõ	2439	17486	TONGUE		
15148	Guarayo	TONGUE	apẽkũ	apẽkũ	a p ẽ k ũ	- a p ẽ k ũ	2439	17486	TONGUE		
15478	Siriono	TONGUE	ekõ	ekõ	e k õ	- e - - k õ	2439	17486	TONGUE		
15726	Warazu	TONGUE	ku	ku	k u	k u - - - -	2439	17486	TONGUE		
15998	Chiriguano	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE		
16452	Mbya	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE		
16788	Guaraní	TONGUE	kũ	kũ	k ũ	k ũ - - - -	2439	17486	TONGUE		
17131	Old Guaraní	TONGUE	ku	ku	k u	k u - - - -	2439	17486	TONGUE		
17372	Ache	TONGUE	k(i)bere	kbere	k + b e r e	k + b e r e	2444	2095 1000	TONGUE LICK		Guarani heréi 'lick'
17597	Xeta	TONGUE	iŋko / kõ	iŋko	i n/k o	i n/k o	2439	17486	TONGUE		
18142	Tapiete	TONGUE	eŋku	eŋku	e n/k u	- e - - n/k u	2439	17486	TONGUE		
18614	Omagua	TONGUE	kumɨra	kumɨra	k u m ɨ r a	k u m ɨ r - a -	3814	2096	TONGUE		
18881	Kokama	TONGUE	kumɨra	kumɨra	k u m ɨ r a	k u m ɨ r - a -	3814	2096	TONGUE		
20343	Kampe	TONGUE	ũ	ũ	ũ	ũ	2441	17485	TONGUE		
21207	Kepkiriwat	TONGUE	(h)om	(h)om	o m	o m	2441	17485	TONGUE		
22642	Ava Canoeiro	TONGUE	apekũ	apekũ	a p e k ũ	a p e k ũ	2439	17486	TONGUE		
23680	Açuã Tupi	TONGUE	kũ	kũ	k ũ	k ũ	2439	17486	TONGUE		
24859	Mawe Natterer	TONGUE	ko	ko	k o	k o	2439	17486	TONGUE		
26094	Xeta	TONGUE	iŋko / kõ	kõ	k õ	k õ	2439	17486	TONGUE		
27630	LGA XVIII	TONGUE	iapɨkon	iapɨkon	ia p ɨ k o n	ia p ɨ k o n	2439	17486	TONGUE		
28899	Guarayo Hoeller	TONGUE	apẽku	apẽku	a p ẽ k u	a p ẽ k u	2439	17486	TONGUE		
29236	Kawahiva	TONGUE	ikũa	ikũa	i k ũa	i k ũa	2439				
328	Karo	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	150	TOOTH		
595	Purubora	TOOTH	ĩka	ĩka	ĩ + k a	ĩ + k a	2449	150 2049	TOOTH ?		
701	Ntogapid-Itogapuk	TOOTH	injáĩ	injáĩ	i nʲ áĩ	i nʲ áĩ	2446	150	TOOTH		
801	Ramarama	TOOTH	njãŋ	njãŋ	nʲ ã ŋ	nʲ ã ŋ	2446	150	TOOTH		
1122	Makurap	TOOTH	jǝ̃j / ɲǝ̃j	jǝ̃j	j ǝ̃ j	- - - - - j ǝ̃ j	2446	150	TOOTH		
1123	Makurap	TOOTH	jǝ̃j / ɲǝ̃j	ɲǝ̃j	ɲ ǝ̃ j	- - - - ɲ - ǝ̃ j	2446	150	TOOTH		
1444	Wayoro	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	150	TOOTH		
1825	Tupari	TOOTH	jãj	jãj	j ã j	- - - - - j ã j	2446	150	TOOTH		
2206	Akuntsu	TOOTH	jãj	jãj	j ã j	j ã j	2446	150	TOOTH		
2526	Mekens	TOOTH	ɲãj	ɲãj	ɲ ã j	- - - - ɲ - ã j	2446	150	TOOTH		
2695	Cinta-Larga	TOOTH	ɲĩɲ	ɲĩɲ	ɲ ĩ ɲ	- - - - ɲ - ĩ ɲ	2446	150	TOOTH		
3078	Gavião	TOOTH	jẽẽj	jẽẽj	j ẽː j	- - - - - j ẽː j	2446	150	TOOTH		
3369	Monde	TOOTH	ĩĩt	ĩĩt	ĩː t	ĩː t	2450	150	TOOTH		
3575	Arua	TOOTH	ɲẽẽj	ɲẽẽj	ɲ ẽː j	- - - - ɲ - ẽː j	2446	150	TOOTH		
3605	Aruashi	TOOTH	jain	jain	j ai n	- - - - - j ai n	2446	150	TOOTH		
3669	Matanau	TOOTH	ikap	ikap	i + k a p	i + k a p	2449	150 17555	TOOTH ?		
3869	Zoro	TOOTH	jẽẽj	jẽẽj	j ẽː j	- - - - - j ẽː j	2446	150	TOOTH		
4184	Surui-Paiter	TOOTH	ikaab	ikaab	i + k áː b	i + k áː b	2449	150 17555	TOOTH ?		
4466	Karitiana	TOOTH	ɲõɲ	ɲõɲ	ɲ õ ɲ	- - - - ɲ - õ ɲ	2446	150	TOOTH		
4664	Arikem	TOOTH	jaj	jaj	j a j	- - - - - j a j	2446	150	TOOTH		
4983	Xipaya	TOOTH	ajã	ajã	a j ã	- - - a - j ã -	2446	150	TOOTH		
5312	Juruna	TOOTH	ajá	ajá	a j á	- - - a - j á -	2446	150	TOOTH		
5698	Mundurukú	TOOTH	nə̃j	nə̃j	n ə̃ j	n - - ə̃ - j - -	2446	150	TOOTH		
6002	Kuruaya	TOOTH	lãj	lãj	l ã j	l - - ã - j - -	2446	150	TOOTH		
6365	Mawe	TOOTH	hãjn	hãjn	h ã j n	- h ã - - - j n -	2447	150	TOOTH		
6667	Awetí	TOOTH	ãi	ãi	ãi	ãi -	2447	150	TOOTH		
7031	Parakana	TOOTH	oni	oni	o n i	- - - o n - i -	2446	150	TOOTH		
7270	Asuriní Tocantins	TOOTH	oj	oj	o j	- - - o - j - -	2446	150	TOOTH		
7590	Surui-Aikewara	TOOTH	hos	hos	h o s	h o s - - -	2448	17554	TOOTH		
7866	Tapirapé	TOOTH	ɨ̃j	ɨ̃j	ɨ̃ j	- - - ɨ̃ - j - -	2446	150	TOOTH		
8195	Tembe	TOOTH	az	az	a z	- a z - - -	2448	150	TOOTH		
8531	Guajajara	TOOTH	az	az	a z	- a z - - -	2448	150	TOOTH		
8789	Apiaka	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	150	TOOTH		
9142	Parintintin	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	150	TOOTH		
9444	Amondawa	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	150	TOOTH		
9775	Tenharim	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	150	TOOTH		
9896	Jiahoi	TOOTH	ãj	ãj	ã j	- - - ã - j - -	2446	150	TOOTH		
10799	Araweté	TOOTH	ĩ	ĩ	ĩ	ĩ -	2447	150	TOOTH		
10890	Anambe Ehrenreich	TOOTH	seranja	seranja	s e r + a nʲ a	s e r + a nʲ a	2446	17552 150	? TOOTH		
11234	Amanaye	TOOTH	ĩ	ĩ	ĩ	ĩ -	2447	150	TOOTH		
11573	Teko	TOOTH	ahaɲ	ahaɲ	a h a ɲ	- a h a ɲ -	2448	150	TOOTH		
11975	Wayampi	TOOTH	ãʔɨ̃	ãʔɨ̃	ã ʔ ɨ̃	- ã ʔ ɨ̃ - -	2448	150	TOOTH		
12237	Zo'e	TOOTH	(a)hãj	hãj	h ã j	- - h ã - j - -	2446	150	TOOTH		
12541	Ka'apor	TOOTH	ãi	ãi	ãi	ãi -	2447	150	TOOTH		
12769	Anambe	TOOTH	ɨ̃	ɨ̃	ɨ̃	ɨ̃ -	2447	150	TOOTH		
13100	Kamajura	TOOTH	ãj (het)	ãj	ã j	- - - ã - j - -	2446	150	TOOTH		
13368	Asuriní Xingu	TOOTH	ɨ̃ja	ɨ̃ja	ɨ̃ j a	- - - ɨ̃ - j a -	2446	150	TOOTH		
13971	Tupinambá	TOOTH	ãj	ãj	ãi	ãi	2446	150	TOOTH		
14321	Nheengatu	TOOTH	raɲa	raɲa	ɾ a ɲ a	- - ɾ a ɲ - a -	2446	150	TOOTH		
14847	Yuki	TOOTH	raaj̃	raaj̃	r aː j̃	- - r aː - j̃ - -	2446	150	TOOTH		
15149	Guarayo Hoeller	TOOTH	aĩ	aĩ	aĩ	aĩ	2447	150	TOOTH		
15479	Siriono	TOOTH	erĩ	erĩ	e + r ĩ	e - + - - r ĩ - - - -	2446	17553 17552	_tooth TOOTH		
15999	Chiriguano	TOOTH	ãi	ãi	ãi	ãi -	2447	150	TOOTH		
16453	Mbya	TOOTH	aĩ	aĩ	a ĩ	a ĩ	2447	150	TOOTH		
16789	Guaraní	TOOTH	ãi	ãi	ãi	ãi -	2447	150	TOOTH		
17132	Old Guaraní	TOOTH	ai	ai	ai	ai -	2447	150	TOOTH		
17373	Ache	TOOTH	ãʔã	ãʔã	ã ʔ ã	ã ʔ ã	2448	150	TOOTH		
17598	Xeta	TOOTH	ɨrãj / ãj	ɨrãj	ɨ r ã j	- ɨ r ã - j - -	2446	150	TOOTH		
18143	Tapiete	TOOTH	tɨrãj	tɨrãj	t ɨ r + ã j	t ɨ r + ã j	2446	17552 150	? TOOTH		
19175	Omagua	TOOTH	sai	sai	s ai	s ai	2447	150	TOOTH		
20390	Kepkiriwat	TOOTH	ɲãin	ɲãin	ɲ ãi n	ɲ ãi n	2446	150	TOOTH		
21421	Kokama	TOOTH	tsai	tsai	ts ai	ts ai	2447	150	TOOTH		
21464	Uruku	TOOTH	jõj	jõj	j õ j	j õ j	2446	150	TOOTH		
22214	Kampe	TOOTH	jãj	jãj	j ã j	j ã j	2446	150	TOOTH		
22643	Ava Canoeiro	TOOTH	ãj	ãj	ã j	ã j	2446	150	TOOTH		
22977	Guajá	TOOTH	ɨ̃ja	ɨ̃ja	ɨ̃ j a	ɨ̃ j a	2446	150	TOOTH		
23761	Karipuna	TOOTH	ãja	ãja	ã j a	ã j a	2446	150	TOOTH		
23803	Warazu	TOOTH	əɨ	əɨ	ə ɨ	ə ɨ	2447	150	TOOTH		
24858	Mawe Natterer	TOOTH	hãjn	hãjn	h ã j n	h ã j n	2447	150	TOOTH		
25813	Xeta	TOOTH	ɨrãj / ãj	ãj	ã j	ã j	2446	150	TOOTH		
27631	LGA XVIII	TOOTH	ãɲa	ãɲa	ã ɲ a	ã ɲ a	2446	150	TOOTH		
27921	Mundurukú Natterer	TOOTH	naim	naim	n ai m	n ai m	2446	150	TOOTH		
29237	Kawahiva	TOOTH	iɾaɲa	iɾaɲa	i ɾ a ɲ a	i ɾ a ɲ a	0				
329	Karo	TOUCAN	jokãn	jokãn	j o k ã n	j o k ã - n -	2451	17614	TOUCAN		
596	Purubora	TOUCAN	jokãt	jokãt	j o k ã t	j o k ã t	2451	17614	TOUCAN		
1124	Makurap	TOUCAN	ɲõkãn	ɲõkãn	ɲ õ k ã n	ɲ õ k ã - n -	2451	17614	TOUCAN		
1445	Wayoro	TOUCAN	pãɲoaa	pãɲoaa	p ã ɲ o aː	p ã ɲ o aː	2455	17618	TOUCAN		
1826	Tupari	TOUCAN	jõkan	jõkan	j õ k a n	j õ k a - n -	2451	17614	TOUCAN		
2207	Akuntsu	TOUCAN	jõkwet	jõkwet	j õ kʷ ɛ t	j õ kʷ ɛ - t -	2451	17614	TOUCAN		
2527	Mekens	TOUCAN	siokʷet	siokʷet	s io kʷ e t	s io kʷ e - t -	2451	17614	TOUCAN		
3079	Gavião	TOUCAN	jókáàn	jókáàn	j ó k á à n	j ó k á à n	2451	17614	TOUCAN		
3370	Monde	TOUCAN	jokãt	jokãt	j o k ã t	j o k ã - t -	2451	17614	TOUCAN		
3576	Arua	TOUCAN	dʒokããn	dʒokããn	dʒ o k ãː n	dʒ o k ãː - n -	2451	17614	TOUCAN		
3870	Zoro	TOUCAN	jokããt	jokããt	j o k ãː t	j o k ãː - t -	2451	17614	TOUCAN		
4185	Surui-Paiter	TOUCAN	jokan ap	jokan ap	j o k a n + a p	j o k a - n - + a p	2451	17614 17617	TOUCAN ?		
4467	Karitiana	TOUCAN	ɲeokõn	ɲeokõn	ɲ eo k õ n	ɲ eo k õ - n -	2451	17614	TOUCAN		
4665	Arikem	TOUCAN	jãkadʒa	jãkadʒa	j ã k a dʒ a	j ã k a - dʒ a	2451	17614	TOUCAN		
4984	Xipaya	TOUCAN	jãdadari	jãdadari	j ã d a d a r i	j ã d a d a r i	2452	17616	TOUCAN		
5313	Juruna	TOUCAN	jadadarĩ	jadadarĩ	j a d a d a r ĩ	j a d a d a r ĩ	2452	17616	TOUCAN		
5699	Mundurukú	TOUCAN	tʃókṍn	tʃókṍn	tʃ ó k ṍ n	tʃ ó k ṍ - n -	2451	17614	TOUCAN		
6003	Kuruaya	TOUCAN	tʃokãn / anãdari	tʃokãn	tʃ o k ã n	tʃ o k ã - n -	2451	17614	TOUCAN		
6004	Kuruaya	TOUCAN	tʃokãn / anãdari	anãdari	a n ã d a r i	- a n ã d a r i	2452	17616	TOUCAN		
6366	Mawe	TOUCAN	jũkan	jũkan	j ũ k a n	j ũ k a - n -	2451	17614	TOUCAN		
6668	Awetí	TOUCAN	kujawka	kujawka	k u j a w k a	k u j a w k a	2453	17615	TOUCAN	YES	
7032	Parakana	TOUCAN	tokona	tokona	t o k o n a	t o k o - n a	2451	17614	TOUCAN		
7591	Surui-Aikewara	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN		
8196	Tembe	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN		
8532	Guajajara	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN		
8790	Apiaka	TOUCAN	tukãna	tukãna	t u k ã n a	t u k ã - n a	2451	17614	TOUCAN		
9143	Parintintin	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN		
9445	Amondawa	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã - n -	2451	17614	TOUCAN		
9776	Tenharim	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã - n -	2451	17614	TOUCAN		
9897	Jiahoi	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã - n -	2451	17614	TOUCAN		
11574	Teko	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN		
11976	Wayampi	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN		
12542	Ka'apor	TOUCAN	tukan	tukan	t u k a n	t u k a - n -	2451	17614	TOUCAN		
13101	Kamajura	TOUCAN	johet	johet	j o h e t	j o h e - t -	2451	17614	TOUCAN	YES	
13972	Tupinambá	TOUCAN	tukana	tukana	t u k a n a	t u k a - n a	2451	17614	TOUCAN		
14322	Nheengatu	TOUCAN	tukana	tukana	t u k a n a	t u k a - n a	2451	17614	TOUCAN		
14605	Tupí Austral	TOUCAN	tucano / tenan	tucano	t u k a n o	t u k a - n o	2451	17614	TOUCAN		
14606	Tupí Austral	TOUCAN	tucano / tenan	tenan	t e n a n	t e n a - n -	2451	17614	TOUCAN		
15150	Guarayo Hoeller	TOUCAN	tũkã	tũkã	t ũ k ã	t ũ k ã - - -	2451	17614	TOUCAN		
16454	Mbya	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN		
16790	Guaraní	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN		
17599	Xeta	TOUCAN	tuka	tuka	t u k a	t u k a - - -	2451	17614	TOUCAN		
18291	Ñandeva	TOUCAN	tukã	tukã	t u k ã	t u k ã - - -	2451	17614	TOUCAN		
19184	Omagua	TOUCAN	piakui	piakui	p ia k ui	p ia k ui	986	100	TOUCAN		
19460	Asuriní Tocantins	TOUCAN	tokón	tokón	t o k ó n	t o k ó n	2451	17614	TOUCAN		
20616	Guajá	TOUCAN	takɨ̃	takɨ̃	t a k ɨ̃	t a k ɨ̃	2451	17614	TOUCAN		
20633	Tapirapé	TOUCAN	tokɨnoo	tokɨnoo	t o k ɨ n oo	t o k ɨ n oo	2451	17614	TOUCAN		
20874	Zo'e	TOUCAN	tukãn	tukãn	t u k ã n	t u k ã n	2451	17614	TOUCAN		
21308	Uruku	TOUCAN	jokãn	jokãn	j o k ã n	j o k ã n	2451	17614	TOUCAN		
21422	Kokama	TOUCAN	piakui	piakui	p ia k ui	p ia k ui	986	100	TOUCAN		
22156	Urumi	TOUCAN	jokane	jokane	j o k a n e	j o k a n e	2451	17614	TOUCAN		
22645	Ava Canoeiro	TOUCAN	tukan	tukan	t u k a n	t u k a n	2451	17614	TOUCAN		
23765	Karipuna	TOUCAN	tukanuhua	tukanuhua	t u k a n u + h ua	t u k a n u + h ua	2451	17614 1650	TOUCAN BIG		
23906	Warazu	TOUCAN	tsɨəkʷə	tsɨəkʷə	ts ɨ ə kʷ ə	ts ɨ ə kʷ ə	2451	17614	TOUCAN		
23935	Aure Aura	TOUCAN	toko	toko	t o k o	t o k o	2451	17614	TOUCAN		
26581	Siriono	TOUCAN	tókeï	tókeï	t ó k e ï	t ó k e ï	2451	17614	TOUCAN		
25501	Ache	TOUCH	poko	poko	p o k o	p o k o -	5542	4500	TOUCH		
26343	Guajajara	TOUCH	pokok	pokok	p o k o k	p o k o k	5542	4500	TOUCH		
26670	Teko	TOUCH	kɨlɨk / pokok	kɨlɨk	k ɨ l ɨ k	k ɨ l ɨ k	5541	4501	TOUCH		
26671	Teko	TOUCH	kɨlɨk / pokok	pokok	p o k o k	p o k o k	5542	4500	TOUCH		
26860	Chiriguano	TOUCH	awɨki	awɨki	a w ɨ k i	a w ɨ k i	5635	4502	TOUCH		
26861	Yuki	TOUCH	jibíki	jibíki	j i b í k i	j i b í k i	5635	4502	TOUCH		
26862	Siriono	TOUCH	abiki	abiki	a b i k i	a b i k i	5635	4502	TOUCH		
27262	Guaraní	TOUCH	poko	poko	p o k o	p o k o	5542	4500	TOUCH		
27394	Ava Canoeiro	TOUCH	bopu	bopu	b o p u	b o p u	6016	4631	TOUCH		
27658	Omagua	TOUCH	kamata	kamata	k a m a t a	k a m a t a	6221	4911	TOUCH		
27867	Xipaya	TOUCH	duku	duku	d u k u	d u k u	6274	4365	TOUCH		
29073	Guarayo Hoeller	TOUCH	atõi / aβɨkɨ / jaβɨkɨ / poko	atõi	a t õi	a t õi	6582	5321	TOUCH		
29074	Guarayo Hoeller	TOUCH	atõi / aβɨkɨ / jaβɨkɨ / poko	aβɨkɨ	a β ɨ k ɨ	a β ɨ k ɨ	5635	4502	TOUCH		
29075	Guarayo Hoeller	TOUCH	atõi / aβɨkɨ / jaβɨkɨ / poko	jaβɨkɨ	j a β ɨ k ɨ	j a β ɨ k ɨ	5635	4502	TOUCH		
29076	Guarayo Hoeller	TOUCH	atõi / aβɨkɨ / jaβɨkɨ / poko	poko	p o k o	p o k o	5542	4500	TOUCH		
25586	Chiriguano	TRADE OR BARTER	pepɨka / ɲemu	ɲemu	ɲ e m u	ɲ e m u	5702	2240	TRADE		
25587	Chiriguano	TRADE OR BARTER	pepɨka / ɲemu	pepɨka	p e p ɨ k a	p e p ɨ k - a - -	5701	2125	TRADE		
26723	Ache	TRADE OR BARTER	pepɨmeʔẽ	pepɨmeʔẽ	p e p ɨ + m e ʔ ẽ	p e p ɨ + m e ʔ ẽ	5701	2125 29	? GIVE		
27261	Guaraní	TRADE OR BARTER	mbɨekovia	mbɨekovia	m/b ɨe k o ʋ ia	m/b ɨe k o ʋ ia	6222	4912	TRADE		
27936	Kuruaya	TRANSIT	kap	kap	k a p	k a p	6291	4988	TRANSIT		
27937	Mundurukú	TRANSIT	kap	kap	k a p	k a p	6291	4988	TRANSIT		
27954	Tupinambá	TRANSIT	asaβ	asaβ	a s a b	- a s a b - - -	1622	1406	TRANSIT		
27959	Guarayo	TRANSIT	sasa	sasa	s a s a	s a s a - - - -	1622	1406	TRANSIT		
27960	Awetí	TRANSIT	tatap	tatap	t a t a p	t a t a p - - -	1622	1406	TRANSIT		
27961	Mawe	TRANSIT	kosap	kosap	k o s aː p	k o s aː p - - -	1622	1406	TRANSIT		
27962	Karitiana	TRANSIT	kokɨt	kokɨt	k o k ɨ t	k o k ɨ t	527	1507	TRANSIT		
27963	Karo	TRANSIT	bitẽp / mãɲmãɲ	bitẽp	b i t ẽ p	b i t ẽ p - - -	1622	1406	TRANSIT		
27964	Karo	TRANSIT	bitẽp / mãɲmãɲ	mãɲmãɲ	m ã ɲ m ã ɲ	m ã ɲ m ã ɲ	3183	1804	TRANSIT		
27965	Tupari	TRANSIT	agatka	agatka	a g a t k a	a g a t k a	3603	2015	TRANSIT		
27966	Juruna	TRANSIT	kara	kara	k a r a	k a r a	3608	2786	TRANSIT		
27967	Wayampi	TRANSIT	asa	asa	a s a	- a s a - - - -	1622	1406	TRANSIT		
27968	Ka'apor	TRANSIT	asa	asa	a s a	- a s a - - - -	1622	1406	TRANSIT		
27969	Tapirapé	TRANSIT	hɨaam	hɨaam	h ɨaa m	h ɨaa m	4383	4888	TRANSIT		
27970	Omagua	TRANSIT	sasawaka	sasawaka	s a s a w a k a	s a s a w a k a	1622	1406	TRANSIT		
27971	Kokama	TRANSIT	ukuata	ukuata	u k ua t a	u k ua t a	6292	4989	TRANSIT		
27972	Nheengatu	TRANSIT	jasa	jasa	j a s a	j a s a - - - -	1622	1406	TRANSIT		
27973	Ava Canoeiro	TRANSIT	aw	aw	a w	- a - - w - - -	1622	1406	TRANSIT		
27974	Kamajura	TRANSIT	jahap	jahap	j a h a p	j a h a p - - -	1622	1406	TRANSIT		
25502	Ache	TRAP (PITFALL)	mude / preãdɨ	mude	m u d e	m u d e	5584	4144	TRAP		
25503	Ache	TRAP (PITFALL)	mude / preãdɨ	preãdɨ	p r e ã d ɨ	p r e ã d ɨ	5585	4145	TRAP		A trap for tapirs
26349	Guajajara	TRAP (PITFALL)	arapuk / pɨhɨkaw	arapuk	a r a p u k	a r a p u k	5886	4506	TRAP		
26350	Guajajara	TRAP (PITFALL)	arapuk / pɨhɨkaw	pɨhɨkaw	p ɨ h ɨ k + a w	p ɨ h ɨ k + a w	5583	3311 60	TAKE NOMINALIZER		
26848	Gavião	TRAP (PITFALL)	mengap	mengap	m e n + g a + p	m e n + g a + p	5540	4503 4504 60	CAPTURED CAUSE.BECOME NOMINALIZER		
26863	Siriono	TRAP (PITFALL)	kiʃɨmba	kiʃɨmba	k i ʃ ɨ m/b a	k i ʃ ɨ m/b a	5885	4505	TRAP		
27086	Teko	TRAP (PITFALL)	baʔelaʔɨlaʔepɨhɨga	baʔelaʔɨlaʔepɨhɨga	b a ʔ e l a ʔ ɨ l a ʔ e p ɨ h ɨ g a	b a ʔ e l a ʔ ɨ l a ʔ e p ɨ h ɨ g a	6224	4914	TRAP		Bird trap
27147	Chiriguano	TRAP (PITFALL)	ɲoi	ɲoi	ɲ oi	ɲ oi	5989	4563	TRAP		
27260	Guaraní	TRAP (PITFALL)	ɲuhã	ɲuhã	ɲ u h ã	ɲ u h ã	6223	4913	TRAP		
29077	Guarayo Hoeller	TRAP (PITFALL)	ɨβonde	ɨβonde	ɨ β o n/d e	ɨ β o n/d e	6583	5322	TRAP		
331	Karo	TREE	maʔɨp	maʔɨp	m a + ʔ ɨ p	m a + ʔ ɨ p	2461	2426 309	? TREE		
